,name,salary_from,salary_to,salary_currency,area_name,published_at
3059,Токарь (Тамбовская область),96000.0,,RUR,Саратов,2022-12-12T13:11:51+0300
3060,Токарь (Тамбовская область),96000.0,,RUR,Липецк,2022-12-12T13:11:51+0300
3061,Токарь (Тамбовская область),96000.0,,RUR,Глазов,2022-12-12T13:11:51+0300
3062,Аналитик (HR-платформа),,,,Москва,2022-12-12T13:07:33+0300
3063,Руководитель отдела информационных технологий,150000.0,,RUR,Москва,2022-12-12T13:23:15+0300
3064,Наладчик станков с ЧПУ,130000.0,135000.0,RUR,Ростов-на-Дону,2022-12-12T14:04:39+0300
3065,Оператор станка с ЧПУ,120000.0,,RUR,Магнитогорск,2022-12-12T14:04:39+0300
3066,Старший администратор проекта,,80000.0,RUR,Менделеевск,2022-12-12T12:41:43+0300
3067,Шлифовщик,70000.0,,RUR,Екатеринбург,2022-12-12T12:43:09+0300
3068,SRE/Инженер отдела поддержки сервисов,,,,Москва,2022-12-12T17:12:35+0300
3069,Ночной cпециалист технической поддержки,,,,Санкт-Петербург,2022-12-12T15:12:42+0300
3070,Токарь-универсал,105000.0,130000.0,RUR,Киров (Кировская область),2022-12-12T15:43:51+0300
3071,Токарь-универсал,105000.0,130000.0,RUR,Кузнецк,2022-12-12T15:43:53+0300
3072,Шлифовщик,130000.0,,RUR,Саранск,2022-12-12T12:24:12+0300
3073,Токарь в г. Курган,108680.0,217360.0,RUR,Челябинск,2022-12-12T12:39:12+0300
3074,Мастер СТО / Мастер цеха / Мастер сервиса / Мастер ремзоны,50000.0,,RUR,Нижний Новгород,2022-12-12T15:21:28+0300
3075,Термист (заточник) 3-6 разряда,1500.0,,BYR,Брест,2022-12-12T12:34:51+0300
3076,Токарь-универсал,105000.0,130000.0,RUR,Лысьва,2022-12-12T15:43:44+0300
3077,Токарь,110000.0,,RUR,Воронеж,2022-12-12T12:04:15+0300
3078,Фрезеровщик,110000.0,,RUR,Нижний Новгород,2022-12-12T15:04:31+0300
3079,Инженер-программист C++,,,,Москва,2022-12-12T12:07:24+0300
3080,Технический писатель (ГОСТ),,140000.0,RUR,Москва,2022-12-12T14:36:58+0300
3081,"Руководитель группы разработки, ТМЦ, Склад",,,,Москва,2022-12-12T12:26:50+0300
3082,Владелец продукта сервисов сопровождения розничных клиентов,,,,Москва,2022-12-12T16:29:38+0300
3083,Начинающий специалист технической поддержки (удаленно),30000.0,34000.0,RUR,Нальчик,2022-12-12T17:46:02+0300
3084,Директор проектного института,250000.0,250000.0,RUR,Краснодар,2022-12-12T15:58:06+0300
3085,Дизайнер (коммуникационный дизайн),,,,Москва,2022-12-12T16:16:01+0300
3086,Токарь (Казань),92000.0,120000.0,RUR,Казань,2022-12-12T14:26:15+0300
3087,PHP разработчик (middle | senior),,,,Москва,2022-12-12T14:53:16+0300
3088,Механик погрузочной техники на РЦ (г.Домодедово),55000.0,,RUR,Домодедово,2022-12-12T12:30:31+0300
3089,"Шлифовщик, г. Липецк",107000.0,,RUR,Воронеж,2022-12-12T12:52:09+0300
3090,Токарь-универсал,105000.0,130000.0,RUR,Бугуруслан,2022-12-12T15:43:53+0300
3091,Ведущий консультант/аналитик 1С по направлению БУ и НУ,,,,Москва,2022-12-12T15:48:37+0300
3092,Ведущий технический писатель,100000.0,,RUR,Зеленоград,2022-12-12T16:39:08+0300
3093,Data Scientist,,,,Москва,2022-12-12T14:07:51+0300
3094,Node.js developer,,,,Минск,2022-12-12T13:25:38+0300
3095,Ведущий консультант по информационным системам,68090.0,,RUR,Москва,2022-12-12T12:07:47+0300
3096,"Веб-разработчик golang, react, vue, nuxt, angular, websockets",150000.0,,RUR,Москва,2022-12-12T12:01:11+0300
3097,"Механик по ремонту спецтехники (строительная, дорожная, сельскохозяйственная)",80000.0,,RUR,Ставрополь,2022-12-12T14:28:20+0300
3098,Senior DevOps-инженер,,,,Москва,2022-12-12T16:36:44+0300
3099,Токарь,30000.0,45000.0,RUR,Миасс,2022-12-12T16:22:41+0300
3100,Шлифовщик по металлу (в Екатеринбург),125000.0,135000.0,RUR,Магнитогорск,2022-12-12T13:29:02+0300
3101,Токарь-универсал,105000.0,130000.0,RUR,Невьянск,2022-12-12T15:43:45+0300
3102,Фрезеровщик,110000.0,,RUR,Саранск,2022-12-12T12:15:11+0300
3103,Токарь,110000.0,,RUR,Саранск,2022-12-12T12:15:52+0300
3104,Токарь-универсал,105000.0,130000.0,RUR,Вышний Волочек,2022-12-12T15:43:52+0300
3105,Токарь-универсал,105000.0,130000.0,RUR,Златоуст,2022-12-12T15:43:50+0300
3106,Токарь-универсал,105000.0,130000.0,RUR,Батайск,2022-12-12T15:43:51+0300
3107,Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Златоуст,2022-12-12T15:12:44+0300
3108,Старший DevOps инженер [Предбиллинг],,,,Краснодар,2022-12-12T17:45:13+0300
3109,Technical Account Manager / Customer Success Manager (Cloud Advanced),,,,Москва,2022-12-12T15:42:36+0300
3110,Специалист по сопровождению программного обеспечения,,,,Омск,2022-12-12T13:18:13+0300
3111,Заместитель руководителя по информационной безопасности,,,,Томск,2022-12-12T13:07:23+0300
3112,Руководитель отдела разработки,,,,Москва,2022-12-12T13:18:42+0300
3113,Risk analyst,,,,Москва,2022-12-12T14:07:45+0300
3114,Токарь,55000.0,75000.0,RUR,Воронеж,2022-12-12T12:08:53+0300
3115,JavaScript/TypeScript-разработчик,80000.0,200000.0,RUR,Псков,2022-12-12T14:55:11+0300
3116,Middle Java Developer,,,,Санкт-Петербург,2022-12-12T17:31:38+0300
3117,Токарь-универсал,105000.0,130000.0,RUR,Покров,2022-12-12T15:43:54+0300
3118,Менеджер отдела главного механика,60000.0,,RUR,Энгельс,2022-12-12T14:37:14+0300
3119,Главный специалист отдела анализа качества,,,,Тюмень,2022-12-12T13:14:08+0300
3120,Токарь-карусельщик,120000.0,125000.0,RUR,Калуга,2022-12-12T13:40:24+0300
3121,IT-специалист,,,,Белгород,2022-12-12T13:30:49+0300
3122,Аналитик ELMA BPM,,,,Москва,2022-12-12T14:26:50+0300
3123,Devops-инженер,180000.0,,RUR,Москва,2022-12-12T16:51:57+0300
3124,Токарь-универсал,105000.0,130000.0,RUR,Бологое,2022-12-12T15:43:52+0300
3125,Middle/Senior Python Developer (Platform Virtualization),,,,Москва,2022-12-12T13:07:41+0300
3126,Продакт-менеджер,,,,Бишкек,2022-12-12T14:02:28+0300
3127,Фрезеровщик,65000.0,,RUR,Калуга,2022-12-12T15:24:42+0300
3128,Токарь-карусельщик,120000.0,125000.0,RUR,Липецк,2022-12-12T13:40:30+0300
3129,Механик (ремонт и обслуживание конвейерного оборудования),35000.0,,RUR,Рязань,2022-12-12T12:43:46+0300
3130,Инженер по сборке ПО,44000.0,75000.0,RUR,Ярославль,2022-12-12T14:57:12+0300
3131,Токарь (Тамбовская область),96000.0,,RUR,Кузнецк,2022-12-12T13:11:51+0300
3132,Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Магнитогорск,2022-12-12T15:12:44+0300
3133,Ведущий разработчик/Архитектор 1С,,,,Москва,2022-12-12T12:28:51+0300
3134,Бизнес-аналитик (BU Онкология и Редкие заболевания),,,,Москва,2022-12-12T12:15:48+0300
3135,Специалист по информационной безопасности,,,,Москва,2022-12-12T12:47:25+0300
3136,Продакт-менеджер,,,,Москва,2022-12-12T14:31:32+0300
3137,Токарь-карусельщик,120000.0,125000.0,RUR,Ростов-на-Дону,2022-12-12T13:40:09+0300
3138,Оператор станка с ЧПУ,115000.0,135000.0,RUR,Сарапул,2022-12-12T16:06:49+0300
3139,Механик (складской техники),55000.0,,RUR,Подольск (Московская область),2022-12-12T16:14:44+0300
3140,Механик,250000.0,270000.0,KZT,Усть-Каменогорск,2022-12-12T13:39:22+0300
3141,Java разработчик в Tinkoff Black,,,,Новосибирск,2022-12-12T16:05:02+0300
3142,Токарь-универсал,105000.0,130000.0,RUR,Соликамск,2022-12-12T15:43:44+0300
3143,Токарь-универсал,105000.0,130000.0,RUR,Нижнекамск,2022-12-12T15:43:51+0300
3144,Токарь-универсал,105000.0,130000.0,RUR,Торжок,2022-12-12T15:43:52+0300
3145,Программист 1С,,,,Екатеринбург,2022-12-12T12:09:55+0300
3146,Фрезеровщик,50000.0,75000.0,RUR,Воронеж,2022-12-12T12:08:47+0300
3147,Backend Lead (C++),,,,Нижний Новгород,2022-12-12T12:30:41+0300
3148,Токарь-универсал,105000.0,130000.0,RUR,Старый Оскол,2022-12-12T15:43:46+0300
3149,Главный специалист-аналитик,,,,Тюмень,2022-12-12T13:14:07+0300
3150,Ведущий инженер-программист АСУ ТП,,,,Железнодорожный,2022-12-12T12:02:31+0300
3151,Токарь-универсал,105000.0,130000.0,RUR,Кунгур,2022-12-12T15:43:44+0300
3152,QA Engineer (Manual+Auto),,,,Москва,2022-12-12T12:05:46+0300
3153,Токарь,,,,Луга,2022-12-12T12:54:09+0300
3154,Фрезеровщик в г.Луга,70000.0,,RUR,Луга,2022-12-12T12:53:41+0300
3155,IOS разработчик НаСпорте,,,,Москва,2022-12-12T14:52:55+0300
3156,Оператор лазерных установок,70000.0,,RUR,Дмитров,2022-12-12T16:42:40+0300
3157,"Менеджер направления ""Сеть доступа""",,,,Алматы,2022-12-12T12:58:20+0300
3158,Токарь-универсал,105000.0,130000.0,RUR,Алексин,2022-12-12T15:43:48+0300
3159,Токарь,110000.0,,RUR,Тверь,2022-12-12T12:04:15+0300
3160,Токарь-расточник,115000.0,,RUR,Магнитогорск,2022-12-12T14:47:36+0300
3161,Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Ишимбай,2022-12-12T15:12:44+0300
3162,Маркетолог-аналитик,35000.0,,RUR,Чебоксары,2022-12-12T12:09:07+0300
3163,Программист-математик,,,,Москва,2022-12-12T15:58:53+0300
3164,Токарь-универсал,105000.0,130000.0,RUR,Верхняя Пышма,2022-12-12T15:43:45+0300
3165,Слесарь-наладчик КИПиА,98000.0,,RUR,Одинцово,2022-12-12T17:25:09+0300
3166,Главный механик,,,,Венев,2022-12-12T16:10:19+0300
3167,Токарь-универсал,105000.0,130000.0,RUR,Балахна,2022-12-12T15:43:51+0300
3168,Шлифовщик в дивизион станкостроения,101000.0,132000.0,RUR,Уфа,2022-12-12T12:26:01+0300
3169,Программист 1С,,,,Москва,2022-12-12T17:25:57+0300
3170,Backend-разработчик PHP,440000.0,1500000.0,KZT,Алматы,2022-12-12T15:02:48+0300
3171,Теплотехник,15558.0,,RUR,Казань,2022-12-12T16:54:58+0300
3172,Токарь-универсал,105000.0,130000.0,RUR,Краснокамск,2022-12-12T15:43:53+0300
3173,"Токарь (16К20), Нижний Новгород",107000.0,,RUR,Муром,2022-12-12T12:28:56+0300
3174,Токарь-универсал,105000.0,130000.0,RUR,Янаул,2022-12-12T15:43:50+0300
3175,Токарь-универсал,105000.0,130000.0,RUR,Новозыбков,2022-12-12T15:43:46+0300
3176,Токарь-универсал,105000.0,130000.0,RUR,Калуга,2022-12-12T15:43:44+0300
3177,Ведущий инженер отдела главного механика,,,,Красноярск,2022-12-12T13:02:45+0300
3178,Токарь (Тамбовская область),96000.0,,RUR,Пермь,2022-12-12T13:11:51+0300
3179,Токарь,110000.0,118000.0,RUR,Воронеж,2022-12-12T13:27:38+0300
3180,Linux Kernel Engineer,,,,Москва,2022-12-12T13:58:15+0300
3181,Механик - наладчик производственной линии,,,,Люберцы,2022-12-12T17:40:18+0300
3182,Бизнес-аналитик ИТ-проектов,,,,Москва,2022-12-12T14:00:24+0300
3183,Java (Hybris) developer,,380000.0,RUR,Москва,2022-12-12T15:32:16+0300
3184,Специалист по БДД,40000.0,,RUR,Тула,2022-12-12T13:23:19+0300
3185,DevOps Engineer (BIP),,,,Москва,2022-12-12T14:12:11+0300
3186,Data QA Engineer,,,,Москва,2022-12-12T15:54:38+0300
3187,Маркетолог-аналитик,65000.0,80000.0,RUR,Екатеринбург,2022-12-12T17:13:47+0300
3188,Разработчик MS SQL/ PostgreSQL,,,,Москва,2022-12-12T12:01:37+0300
3189,Главный эксперт (сопровождение АБС),,,,Москва,2022-12-12T17:24:05+0300
3190,Ведущий инженер по тестированию ПО,100000.0,,RUR,Санкт-Петербург,2022-12-12T14:40:15+0300
3191,Координатор проектов по экспорту (со знанием английского языка),,,,Воронеж,2022-12-12T16:04:38+0300
3192,Токарь,115000.0,125000.0,RUR,Балаково,2022-12-12T13:13:01+0300
3193,Руководитель ИТ проектов/заместитель директора ИТ-службы,,,,Калининград,2022-12-12T13:20:54+0300
3194,Наладчик станков с ЧПУ,130000.0,135000.0,RUR,Йошкар-Ола,2022-12-12T14:04:39+0300
3195,PHP-программист,60000.0,80000.0,RUR,Иваново (Ивановская область),2022-12-12T15:32:53+0300
3196,Ночной Оператор-программист фрезерно-гравировального станка с ЧПУ,90000.0,130000.0,RUR,Москва,2022-12-12T15:44:57+0300
3197,Ведущий программист СУБД ORACLE,,,,Челябинск,2022-12-12T15:08:26+0300
3198,Аналитик IT,,,,Москва,2022-12-12T17:18:08+0300
3199,Выездной сервисный инженер по POS-терминалам,,,,Махачкала,2022-12-12T12:31:27+0300
3200,Токарь,100000.0,,RUR,Елабуга,2022-12-12T16:22:41+0300
3201,Механик-аккумуляторщик Погрузочной техники на РЦ (Домодедово),50000.0,,RUR,Домодедово,2022-12-12T12:30:30+0300
3202,Токарь-универсал,105000.0,130000.0,RUR,Острогожск,2022-12-12T15:43:47+0300
3203,"Шлифовщик, г. Липецк",107000.0,,RUR,Елец,2022-12-12T12:52:08+0300
3204,Шлифовщик,115000.0,,RUR,Уфа,2022-12-12T14:27:59+0300
3205,Токарь-расточник,115000.0,,RUR,Муром,2022-12-12T14:47:36+0300
3206,Специалист по валидации компьютеризированных систем,,,,Москва,2022-12-12T14:00:04+0300
3207,Рабочий по комплексному обслуживанию зданий,21000.0,24000.0,RUR,Иваново (Ивановская область),2022-12-12T12:17:16+0300
3208,Мастер по ремонту оборудования,30000.0,,RUR,Барнаул,2022-12-12T14:00:07+0300
3209,Специалист по обслуживанию и эксплуатации энергетического оборудования,,,,Екатеринбург,2022-12-12T16:07:03+0300
3210,Мастер ремонтно-технической службы,45000.0,50000.0,RUR,Волгоград,2022-12-12T15:14:45+0300
3211,Менеджер по продажам,30000.0,,RUR,Саратов,2022-12-12T14:06:03+0300
3212,Менеджер IT проектов,,,,Благовещенск (Амурская область),2022-12-12T14:38:24+0300
3213,Системный администратор отдела информационных технологий,,,,Москва,2022-12-12T15:14:10+0300
3214,Токарь (Казань),92000.0,120000.0,RUR,Ишимбай,2022-12-12T14:26:15+0300
3215,Токарь (Тамбовская область),96000.0,,RUR,Альметьевск,2022-12-12T13:11:51+0300
3216,Программист 1C,130000.0,130000.0,RUR,Курск,2022-12-12T16:13:50+0300
3217,Системный администратор PLM,70000.0,100000.0,RUR,Санкт-Петербург,2022-12-12T15:30:08+0300
3218,Токарь-универсал,100000.0,,RUR,Казань,2022-12-12T14:18:26+0300
3219,Chief technical officer (CTO),,,,Томск,2022-12-12T17:14:59+0300
3220,Оператор на станок лазерной резки и листогибочный пресс,50000.0,60000.0,RUR,Воронеж,2022-12-12T13:27:13+0300
3221,Наладчик пищевого оборудования,70000.0,,RUR,Москва,2022-12-12T17:44:59+0300
3222,.NET разработчик (Senior),,,,Москва,2022-12-12T15:47:13+0300
3223,Backend разработчик,,,,Ташкент,2022-12-12T16:22:25+0300
3224,Токарь в Арзамас,113000.0,,RUR,Нижний Новгород,2022-12-12T15:27:20+0300
3225,Токарь-универсал,105000.0,130000.0,RUR,Нефтекамск,2022-12-12T15:43:47+0300
3226,Токарь,110000.0,118000.0,RUR,Липецк,2022-12-12T13:27:38+0300
3227,Токарь-универсал,110000.0,,RUR,Тула,2022-12-12T14:33:43+0300
3228,Руководитель подразделения по управлению банкоматной сетью,,,,Москва,2022-12-12T16:28:55+0300
3229,Техник по ремонту холодильного оборудования (ученик),35000.0,,RUR,Старый Оскол,2022-12-12T12:05:57+0300
3230,Механик,65000.0,100000.0,RUR,Красноярск,2022-12-12T13:20:55+0300
3231,Android разработчик,,,,Новосибирск,2022-12-12T15:18:00+0300
3232,Системный администратор/эникейщик,,,,Звенигород,2022-12-12T15:31:47+0300
3233,Системный аналитик,,,,Москва,2022-12-12T17:42:22+0300
3234,Сервисный инженер (юг),70000.0,,RUR,Санкт-Петербург,2022-12-12T16:33:18+0300
3235,Системный администратор/IT-специалист с знанием 1С,30000.0,,RUR,Иваново (Ивановская область),2022-12-12T13:13:25+0300
3236,Data Engineer,,,,Санкт-Петербург,2022-12-12T15:39:25+0300
3237,Оператор-наладчик,60000.0,,RUR,Дорохово (Московская область),2022-12-12T12:53:44+0300
3238,Токарь,110000.0,,RUR,Ульяновск,2022-12-12T12:15:41+0300
3239,Токарь-универсал,105000.0,130000.0,RUR,Вольск,2022-12-12T15:43:49+0300
3240,Сервисный инженер по окнам ПВХ и светопрозрачным конструкциям,35000.0,40000.0,RUR,Екатеринбург,2022-12-12T12:33:59+0300
3241,Компьютерный криминалист (digital forensic),,,,Москва,2022-12-12T13:36:10+0300
3242,Токарь-карусельщик,91000.0,,RUR,Каменск-Уральский,2022-12-12T15:03:01+0300
3243,Оператор станков с ЧПУ,,,,Ханты-Мансийск,2022-12-12T16:15:08+0300
3244,Главный механик,,,,Мценск,2022-12-12T17:06:28+0300
3245,Middle Developer .NET,,,,Москва,2022-12-12T15:15:58+0300
3246,Системный администратор,55000.0,,RUR,Смоленск,2022-12-12T13:32:30+0300
3247,Механик по ремонту мототехники,45000.0,,RUR,Иваново (Ивановская область),2022-12-12T16:12:29+0300
3248,Шлифовщик в дивизион станкостроения,101000.0,132000.0,RUR,Киров (Кировская область),2022-12-12T12:26:01+0300
3249,Наладчик станков с ЧПУ,135000.0,145000.0,RUR,Тольятти,2022-12-12T13:25:48+0300
3250,Токарь-универсал,40000.0,,RUR,Ярославль,2022-12-12T14:01:46+0300
3251,Станочник широкого профиля (Ленск),140000.0,,RUR,Ярославль,2022-12-12T14:01:46+0300
3252,Руководитель службы технической эксплуатации,120000.0,,RUR,Воронеж,2022-12-12T12:30:10+0300
3253,Программист 1 с,,,,Ташкент,2022-12-12T16:02:55+0300
3254,Токарь,,,,Венев,2022-12-12T16:10:20+0300
3255,Токарь,100000.0,,RUR,Можга,2022-12-12T16:22:42+0300
3256,Токарь (Казань),92000.0,120000.0,RUR,Оренбург,2022-12-12T14:26:15+0300
3257,Шлифовщик по металлу,125000.0,135000.0,RUR,Стерлитамак,2022-12-12T14:05:11+0300
3258,Токарь-универсал,105000.0,130000.0,RUR,Чапаевск,2022-12-12T15:43:49+0300
3259,Токарь,110000.0,115000.0,RUR,Тюмень,2022-12-12T13:36:38+0300
3260,Наладчик станков с ЧПУ,130000.0,135000.0,RUR,Пенза,2022-12-12T14:04:39+0300
3261,Java разработчик,,,,Москва,2022-12-12T14:22:52+0300
3262,Инженер сервисного центра (г. Самарканд),,,,Самарканд,2022-12-12T14:06:32+0300
3263,Менеджер IT проектов,,,,Иркутск,2022-12-12T14:38:24+0300
3264,Сервисный инженер / Инженер техподдержки,35000.0,45000.0,RUR,Урень,2022-12-12T13:24:04+0300
3265,"Старший разработчик C#, ТМЦ, Склад",,,,Москва,2022-12-12T12:28:38+0300
3266,"Специалист поддержки iiko, штрих-м первой линии",35000.0,,RUR,Краснодар,2022-12-12T15:43:06+0300
3267,Специалист Helpdesk,,,,Темрюк,2022-12-12T13:35:21+0300
3268,Токарь-универсал,105000.0,130000.0,RUR,Вязьма,2022-12-12T15:43:54+0300
3269,Токарь-карусельщик,100000.0,,RUR,Екатеринбург,2022-12-12T12:43:09+0300
3270,Токарь,17000.0,17000.0,RUR,Козельск,2022-12-12T16:22:41+0300
3271,Системный аналитик (направление AI),,,,Москва,2022-12-12T13:07:23+0300
3272,Токарь-универсал,105000.0,130000.0,RUR,Бирск,2022-12-12T15:43:48+0300
3273,Токарь-универсал,105000.0,130000.0,RUR,Ишимбай,2022-12-12T15:43:47+0300
3274,Станочник широкого профиля в дивизион станкостроения,101000.0,132000.0,RUR,Уфа,2022-12-12T12:26:57+0300
3275,Токарь-универсал,120000.0,,RUR,Чебоксары,2022-12-12T12:51:56+0300
3276,Токарь (Тамбовская область),96000.0,,RUR,Муром,2022-12-12T13:11:51+0300
3277,Шлифовщик,115000.0,,RUR,Челябинск,2022-12-12T14:37:19+0300
3278,Аналитик по информационной безопасности (инфраструктура и сеть),,,,Санкт-Петербург,2022-12-12T16:18:35+0300
3279,Руководитель направления НСИ,,,,Москва,2022-12-12T14:33:38+0300
3280,Механик-аккумуляторщик Погрузочной техники на РЦ (Домодедово),50000.0,,RUR,Домодедово,2022-12-12T12:30:30+0300
3281,Электромеханик по средствам автоматики и приборам технологического оборудования 4-6 разряд,30000.0,,RUR,Оренбург,2022-12-12T14:32:24+0300
3282,Специалист-консультант на поддержку и внедрение 1С,,,,Брянск,2022-12-12T12:17:29+0300
3283,Data Engineer,,,,Санкт-Петербург,2022-12-12T13:36:04+0300
3284,Devops engineer (TI),,,,Москва,2022-12-12T17:08:38+0300
3285,Токарь-расточник,100000.0,,RUR,Арзамас,2022-12-12T16:22:38+0300
3286,Механик погрузочной техники на РЦ (г. Домодедово),55000.0,,RUR,Домодедово,2022-12-12T12:30:30+0300
3287,Токарь-универсал,105000.0,130000.0,RUR,Волжск,2022-12-12T15:43:51+0300
3288,Токарь-универсал,105000.0,130000.0,RUR,Муром,2022-12-12T15:43:54+0300
3289,Токарь-универсал,105000.0,130000.0,RUR,Ржев,2022-12-12T15:43:52+0300
3290,Токарь-универсал,105000.0,130000.0,RUR,Курчатов,2022-12-12T15:43:49+0300
3291,Оператор станков с ЧПУ,50000.0,70000.0,RUR,Усть-Катав,2022-12-12T13:27:19+0300
3292,IOS-разработчик (Почта),,,,Москва,2022-12-12T14:12:09+0300
3293,Выездной сервисный инженер по POS-терминалам,,,,Магас,2022-12-12T12:31:27+0300
3294,Системный аналитик (HR платформа),,,,Москва,2022-12-12T16:45:54+0300
3295,Токарь-универсал,58000.0,,RUR,Брянск,2022-12-12T12:31:26+0300
3296,Главный специалист в отдел информационных технологий,19000.0,45000.0,RUR,Кострома,2022-12-12T12:49:53+0300
3297,Ведущий системный администратор СХД,,,,Москва,2022-12-12T14:37:33+0300
3298,Golang developer,,,,Новосибирск,2022-12-12T12:30:43+0300
3299,Программист 1С,,,,Саратов,2022-12-12T13:19:16+0300
3300,Руководитель группы по администрированию серверов,,,,Москва,2022-12-12T12:23:50+0300
3301,"Токарь (16К20), Нижний Новгород",107000.0,,RUR,Арзамас,2022-12-12T12:28:56+0300
3302,Инженер ИКТ (системный администратор),60000.0,,RUR,Санкт-Петербург,2022-12-12T12:08:07+0300
3303,Токарь-универсал,105000.0,130000.0,RUR,Переславль-Залесский,2022-12-12T15:43:51+0300
3304,Главный эксперт отдела развития инфраструктуры (архитектор вычислительной инфраструктуры),,160000.0,RUR,Екатеринбург,2022-12-12T14:31:54+0300
3305,Ведущий Java-разработчик,200000.0,200000.0,RUR,Москва,2022-12-12T15:17:00+0300
3306,Старший прикладной администратор,,,,Москва,2022-12-12T17:04:11+0300
3307,Установщик интернет оборудования,25000.0,,RUR,Губкин,2022-12-12T17:11:47+0300
3308,Разработчик Программист Диасофт / Programmer Diasoft,,,,Москва,2022-12-12T12:41:37+0300
3309,Токарь,43000.0,43000.0,RUR,Армавир,2022-12-12T16:43:19+0300
3310,Фрезеровщик,58000.0,,RUR,Брянск,2022-12-12T12:31:14+0300
3311,Токарь-универсал,105000.0,130000.0,RUR,Нефтеюганск,2022-12-12T15:43:50+0300
3312,Токарь,110000.0,,RUR,Калуга,2022-12-12T12:04:15+0300
3313,Фрезеровщик,100000.0,,RUR,Пермь,2022-12-12T14:24:56+0300
3314,Сервис-Инженер,70000.0,,RUR,Санкт-Петербург,2022-12-12T14:57:09+0300
3315,"Оператор гибочного/лазерного/КРП станка (нержавеющая сталь, листовой металл, Всеволожск)",90000.0,,RUR,Всеволожск,2022-12-12T13:54:17+0300
3316,Аналитик,,,,Екатеринбург,2022-12-12T15:58:03+0300
3317,Администратор базы данных,,,,Бердск,2022-12-12T12:28:53+0300
3318,Оператор станков с программным управлением,30000.0,60000.0,RUR,Екатеринбург,2022-12-12T13:23:06+0300
3319,Разработчик автоматизированных тестов,,,,Москва,2022-12-12T14:07:49+0300
3320,Консультант-программист 1С,30000.0,35000.0,RUR,Ставрополь,2022-12-12T16:27:25+0300
3321,"Программист Delphi, MS SQL",100000.0,,RUR,Санкт-Петербург,2022-12-12T15:45:38+0300
3322,Менеджер по управлению процессами торгового финансирования,,,,Москва,2022-12-12T16:29:19+0300
3323,Инженер по связи,47000.0,,RUR,Владивосток,2022-12-12T12:43:13+0300
3324,Механик погрузочной техники на РЦ (г.Домодедово),55000.0,,RUR,Домодедово,2022-12-12T12:30:29+0300
3325,Токарь в г. Курган,108680.0,217360.0,RUR,Курган,2022-12-12T12:39:12+0300
3326,Техник по эксплуатации инженерного оборудования,50000.0,,RUR,Пушкино (Московская область),2022-12-12T12:54:07+0300
3327,Токарь-расточник,115000.0,,RUR,Мичуринск,2022-12-12T14:47:36+0300
3328,Токарь-универсал,105000.0,130000.0,RUR,Железногорск (Курская область),2022-12-12T15:43:49+0300
3329,Оператор станка с ЧПУ (Москва),100000.0,118000.0,RUR,Ставрополь,2022-12-12T12:20:30+0300
3330,Senior Java developer,,,,Москва,2022-12-12T17:13:40+0300
3331,Токарь-фрезеровщик,150000.0,,RUR,Оленегорск,2022-12-12T15:06:47+0300
3332,Механик участка ГСМ,,,,Красноярск,2022-12-12T12:42:38+0300
3333,Инженер технической поддержки,25000.0,,RUR,Казань,2022-12-12T15:05:14+0300
3334,Руководитель проектов 1С,,,,Москва,2022-12-12T13:33:54+0300
3335,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Кострома,2022-12-12T17:17:52+0300
3336,Токарь-расточник,120000.0,,RUR,Йошкар-Ола,2022-12-12T12:06:56+0300
3337,Токарь-универсал,105000.0,130000.0,RUR,Выкса,2022-12-12T15:43:54+0300
3338,Токарь-универсал,105000.0,130000.0,RUR,Кумертау,2022-12-12T15:43:47+0300
3339,Токарь-универсал,110000.0,,RUR,Нижний Новгород,2022-12-12T14:31:55+0300
3340,Токарь-универсал,105000.0,130000.0,RUR,Тобольск,2022-12-12T15:43:50+0300
3341,Разработчик Golang,,280000.0,RUR,Москва,2022-12-12T12:10:21+0300
3342,Шлифовщик в дивизион станкостроения,101000.0,132000.0,RUR,Нижнекамск,2022-12-12T12:26:01+0300
3343,Токарь-универсал,105000.0,130000.0,RUR,Бузулук,2022-12-12T15:43:53+0300
3344,Токарь-универсал,105000.0,130000.0,RUR,Нижневартовск,2022-12-12T15:43:50+0300
3345,Специалист технического отдела,15500.0,30000.0,RUR,Сызрань,2022-12-12T13:27:55+0300
3346,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Обнинск,2022-12-12T17:17:52+0300
3347,Архитектор направления,,,,Томск,2022-12-12T12:40:46+0300
3348,Системный администратор,,,,Казань,2022-12-12T13:21:02+0300
3349,Дизайнер в типографию,3000000.0,5000000.0,UZS,Ташкент,2022-12-12T13:23:21+0300
3350,Токарь-универсал,105000.0,130000.0,RUR,Вятские Поляны,2022-12-12T15:43:51+0300
3351,Токарь-универсал,105000.0,130000.0,RUR,Белебей,2022-12-12T15:43:48+0300
3352,Токарь-универсал,105000.0,130000.0,RUR,Нововоронеж,2022-12-12T15:43:46+0300
3353,Фрезеровщик 3-6 разряд,22000.0,60000.0,RUR,Курск,2022-12-12T12:51:42+0300
3354,Программист 1С,,,,Москва,2022-12-12T12:19:58+0300
