,name,salary_from,salary_to,salary_currency,area_name,published_at
1007,Аналитик 1С (MiddIe),200000.0,200000.0,RUR,Нижний Новгород,2022-12-12T09:31:16+0300
1008,Токарь-универсал,70000.0,160000.0,RUR,Москва,2022-12-12T11:39:49+0300
1009,Наладчик КИПиА,45000.0,,RUR,Набережные Челны,2022-12-12T11:01:16+0300
1010,Токарь-карусельщик,55000.0,,RUR,Киров (Кировская область),2022-12-12T09:53:34+0300
1011,Инженер-электроник,110000.0,130000.0,RUR,Зеленоград,2022-12-12T10:16:06+0300
1012,Программист 1C ( удаленная работа),180000.0,,RUR,Москва,2022-12-12T08:39:51+0300
1013,Начальник отдела информационных технологий,68000.0,,RUR,Волгоград,2022-12-12T11:46:28+0300
1014,Руководитель IT проекта по автоматизации документооборота (в аккредитованную IT-компанию),,,,Москва,2022-12-12T10:43:27+0300
1015,Механик участка,140000.0,,RUR,Ленинск-Кузнецкий,2022-12-12T07:46:51+0300
1016,Фрезеровщик 5-6 разряда,50000.0,55000.0,RUR,Нижний Новгород,2022-12-12T11:17:45+0300
1017,Руководитель IT проектов,,,,Минск,2022-12-12T09:17:28+0300
1018,Руководитель проекта,,,,Чебоксары,2022-12-12T08:40:29+0300
1019,Руководитель проекта (системы электроснабжения),,,,Москва,2022-12-12T09:53:24+0300
1020,Методолог - стандартолог,200000.0,400000.0,KZT,Алматы,2022-12-12T11:08:50+0300
1021,Токарь-универсал,91000.0,,RUR,Рязань,2022-12-12T09:36:49+0300
1022,Строгальщик,55000.0,,RUR,Менделеевск,2022-12-12T10:13:36+0300
1023,Фрезеровщик,40000.0,,RUR,Ижевск,2022-12-12T07:38:13+0300
1024,Инженер-программист,40000.0,40000.0,RUR,Киров (Кировская область),2022-12-12T09:15:41+0300
1025,Строгальщик,55000.0,,RUR,Нижнекамск,2022-12-12T10:13:36+0300
1026,Linux-инженер (отдел координации и базовых решений),,,,Казань,2022-12-12T11:48:27+0300
1027,Главный редактор корпоративного блога FriendWork,55000.0,,RUR,Москва,2022-12-12T11:27:41+0300
1028,Senior PHP Developer (SAAS),180000.0,300000.0,RUR,Москва,2022-12-12T10:57:53+0300
1029,Механик-наладчик,60000.0,,RUR,Санкт-Петербург,2022-12-12T09:31:39+0300
1030,Ведущий администратор баз данных,,,,Иркутск,2022-12-12T11:48:01+0300
1031,Механик,30000.0,35000.0,RUR,Коломна,2022-12-12T10:37:56+0300
1032,Ведущий программист,50000.0,,RUR,Промышленная,2022-12-12T06:17:11+0300
1033,Монтер пути транспортного цеха,28237.0,28300.0,RUR,Кыштым,2022-12-12T07:19:58+0300
1034,Токарь-карусельщик,100000.0,,RUR,Невьянск,2022-12-12T09:02:35+0300
1035,Токарь,55000.0,,RUR,Елабуга,2022-12-12T09:33:26+0300
1036,Токарь-расточник,55000.0,,RUR,Киров (Кировская область),2022-12-12T10:05:40+0300
1037,Токарь-расточник,55000.0,,RUR,Кирово-Чепецк,2022-12-12T10:05:40+0300
1038,Токарь,119000.0,238000.0,RUR,Курган,2022-12-12T11:59:44+0300
1039,Программист 1С,86000.0,120000.0,RUR,Ростов-на-Дону,2022-12-12T08:19:45+0300
1040,Ведущий инженер по информационной безопасности,,,,Москва,2022-12-12T10:30:55+0300
1041,Специалист IT поддержки,25000.0,,RUR,Иваново (Ивановская область),2022-12-12T09:34:28+0300
1042,Ведущий инженер-электроник,65000.0,,RUR,Ижевск,2022-12-12T07:21:08+0300
1043,Оператор станков с ЧПУ,94999.0,,RUR,Самара,2022-12-12T10:24:32+0300
1044,Фрезеровщик,90000.0,,RUR,Липецк,2022-12-12T10:47:15+0300
1045,Начальник отдела разработки электронных устройств,180000.0,230000.0,RUR,Москва,2022-12-12T10:38:55+0300
1046,Токарь-расточник,55000.0,,RUR,Нефтекамск,2022-12-12T10:05:40+0300
1047,Дизайнер (специалист по верстке),50000.0,,RUR,Люберцы,2022-12-12T09:39:55+0300
1048,Токарь-универсал,90000.0,,RUR,Самара,2022-12-12T09:37:02+0300
1049,Токарь-универсал,90000.0,,RUR,Липецк,2022-12-12T10:05:10+0300
1050,Резчик на пиле,73000.0,,RUR,Химки,2022-12-12T11:09:22+0300
1051,Старший электронщик БРЭА,200000.0,,RUR,Санкт-Петербург,2022-12-12T10:55:41+0300
1052,Копирайтер,,,,Симферополь,2022-12-12T08:57:44+0300
1053,Механик по эксплуатации и ремонту АТ и ДСТ,,,,Москва,2022-12-12T10:39:31+0300
1054,Инженер по обслуживанию сети,55000.0,80000.0,RUR,Зеленоград,2022-12-12T09:00:12+0300
1055,Токарь 5-6 разряда,60000.0,65000.0,RUR,Нижний Новгород,2022-12-12T11:19:53+0300
1056,Специалист технической поддержки,,,,Москва,2022-12-12T09:35:24+0300
1057,Заместитель начальника отдела разработки и внедрения программного обеспечения,50000.0,,RUR,Чита,2022-12-12T08:30:30+0300
1058,Токарь-карусельщик,55000.0,,RUR,Краснокамск,2022-12-12T09:53:34+0300
1059,Токарь-универсал,90000.0,,RUR,Раменское,2022-12-12T10:03:40+0300
1060,"Инженер сервисного обслуживания (ПК, серверы)",,,,Москва,2022-12-12T11:09:06+0300
1061,QA engineer,,,,Ташкент,2022-12-12T07:49:26+0300
1062,Бизнес/Системный – аналитик Отдел системного анализа Департамента информационных технологий,,,,Алматы,2022-12-12T09:14:06+0300
1063,"Продакт-менеджер, женская одежда (удаленно)",55000.0,,RUR,Воронеж,2022-12-12T06:07:51+0300
1064,Сервисный инженер,40000.0,60000.0,RUR,Липецк,2022-12-12T09:07:45+0300
1065,Наладчик КИПиА,,,,Ставрополь,2022-12-12T08:45:37+0300
1066,Администратор СХД,,,,Новосибирск,2022-12-12T09:19:03+0300
1067,Стажер бизнес-аналитик 1С,,,,Москва,2022-12-12T09:38:09+0300
1068,Специалист отдела ИТ,37000.0,,RUR,Екатеринбург,2022-12-12T08:45:05+0300
1069,Менеджер по продажам,50000.0,,RUR,Щелково,2022-12-12T11:19:45+0300
1070,Инженер по автоматизации тестирования (Webscanner - BlackBox),,,,Санкт-Петербург,2022-12-12T11:25:15+0300
1071,Middle C# developer,130000.0,,RUR,Екатеринбург,2022-12-12T08:38:55+0300
1072,Специалист по ИТ и обслуживанию банкоматов,,,,Петропавловск,2022-12-12T08:50:56+0300
1073,Токарь,55000.0,,RUR,Верещагино,2022-12-12T09:33:26+0300
1074,Главный специалист отдела технической поддержки,55000.0,,RUR,Новосибирск,2022-12-12T06:57:36+0300
1075,Тим лид команды разработки (IBM Cognos),,,,Москва,2022-12-12T09:19:48+0300
1076,Сборщик ПК,50000.0,,RUR,Софрино,2022-12-12T09:08:28+0300
1077,Специалист по IT,50000.0,70000.0,RUR,Самара,2022-12-12T09:39:52+0300
1078,Инженер-программист 1 категории,75000.0,75900.0,RUR,Южно-Сахалинск,2022-12-12T09:44:43+0300
1079,Менеджер проектов в Центр координации жизненного цикла продуктов,,,,Москва,2022-12-12T09:55:14+0300
1080,Разработчик C#.Net (Бэкенд Middle),,,,Санкт-Петербург,2022-12-12T10:39:17+0300
1081,Системный администратор Unix,,,,Москва,2022-12-12T10:52:42+0300
1082,Старший электронщик БРЭА,200000.0,,RUR,Нижний Новгород,2022-12-12T10:55:41+0300
1083,Сервисный инженер,55000.0,,RUR,Уфа,2022-12-12T07:44:56+0300
1084,Аналитик-Консультант 1С,,,,Челябинск,2022-12-12T07:45:11+0300
1085,Строгальщик,55000.0,,RUR,Елабуга,2022-12-12T10:13:36+0300
1086,Менеджер по продажам рекламных услуг,35000.0,,RUR,Севастополь,2022-12-12T11:19:45+0300
1087,Токарь-карусельщик,55000.0,,RUR,Нефтекамск,2022-12-12T09:53:34+0300
1088,Токарь-универсал,90000.0,,RUR,Ярославль,2022-12-12T10:05:01+0300
1089,Администратор серверов и систем хранения данных,60000.0,,RUR,Новокузнецк,2022-12-12T10:06:58+0300
1090,Технический Presale специалист,,,,Москва,2022-12-12T11:48:27+0300
1091,Ведущий инженер-разработчик C#/Архитектор,,,,Москва,2022-12-12T11:29:51+0300
1092,Начальник сектора по строительству и ремонту,,,,Киселевск,2022-12-12T11:20:47+0300
1093,Ведущий разработчик .net,,,,Москва,2022-12-12T11:52:06+0300
1094,Ведущий специалист по организационному развитию,120000.0,,RUR,Москва,2022-12-12T11:55:32+0300
1095,Руководитель проекта (инженерные системы),,,,Набережные Челны,2022-12-12T08:29:55+0300
1096,Методолог ИТ производства,,,,Москва,2022-12-12T10:00:39+0300
1097,Фрезеровщик,90000.0,,RUR,Раменское,2022-12-12T10:47:15+0300
1098,Data Analyst,,,,Казань,2022-12-12T09:50:12+0300
1099,Наладчик КИПиА,32000.0,,RUR,Шахты,2022-12-12T11:21:58+0300
1100,DevOps engineer,,,,Москва,2022-12-12T09:49:09+0300
1101,Механик,35000.0,,RUR,Платнировская,2022-12-12T07:44:04+0300
1102,Токарь-расточник,55000.0,,RUR,Краснокамск,2022-12-12T10:05:40+0300
1103,Токарь-расточник,55000.0,,RUR,Янаул,2022-12-12T10:05:40+0300
1104,Инженер по ремонту техники,69000.0,79500.0,RUR,Сергиев Посад,2022-12-12T09:42:17+0300
1105,Ведущий разработчик DWH (Oracle PL/SQL),,,,Москва,2022-12-12T11:00:46+0300
1106,Механик,50000.0,,RUR,Петрозаводск,2022-12-12T09:25:29+0300
1107,Программист 1С,,,,Бишкек,2022-12-12T07:26:53+0300
1108,Инженер по обслуживанию и ремонту в сервисный отдел,50000.0,,RUR,Набережные Челны,2022-12-12T08:01:47+0300
1109,Full-stack developer (Nodejs/React),,,,Алматы,2022-12-12T08:11:57+0300
1110,Ведущий специалист отдела технической защиты информации,80000.0,,RUR,Москва,2022-12-12T10:27:02+0300
1111,Оператор станков с ПУ (фрезерных),60000.0,,RUR,Воронеж,2022-12-12T10:15:53+0300
1112,Токарь-универсал,90000.0,,RUR,Саранск,2022-12-12T10:05:44+0300
1113,Токарь-универсал,97000.0,113000.0,RUR,Северобайкальск,2022-12-12T10:06:13+0300
1114,Токарь-карусельщик,55000.0,,RUR,Казань,2022-12-12T09:53:34+0300
